"Tier","Subsystem","ShortSha","Date","Author","Subject","FullSha"
"5","General Systems","ef2e79600","2019-04-23","ratkosrb","Update page text table.","ef2e7960099712bb3078b972f3b3350970a36857"
"2","Combat & Spells","24acd3f11","2019-04-22","ratkosrb","Update creature spell lists in 1.2s intervals.","24acd3f117b838f9dc375831e7da3da48f499019"
"4","AI & Movement","f5d545d18","2019-04-20","ratkosrb","Allow using levelup command on creatures.","f5d545d1864e89546395771aa762d0e4cec3c238"
"2","Combat & Spells","3d8e606b3","2019-04-08","ratkosrb","Add lambda support to EventProcessor.","3d8e606b3dbee7953bdedf5c09b0bb5be5679c59"
"5","General Systems","1343705fe","2019-04-08","ratkosrb","Fix Blood Fury penalty before 1.9.","1343705fee3ff78d6b3e0c305f9a9a068fa88624"
"5","Encounters & World","2eb0434b1","2019-04-07","ratkosrb","Prevent chat freeze.","2eb0434b1d390499357c5c4b9a96625c38e6aef6"
"5","General Systems","fa8b90c28","2019-04-06","ratkosrb","Improve area guards system.","fa8b90c284ce87fb2aad19a0f2636444b329ad2c"
"2","Combat & Spells","5546cf430","2019-04-06","ratkosrb","Use appopriate packet for clearing all cooldowns.","5546cf430d90630e94a331c0fd9f635f5831be5b"
"5","Encounters & World","55310810e","2019-04-06","ratkosrb","Prevent talking while dead.","55310810e7470f66c15bba56192a52bae4a21884"
"2","Combat & Spells","d1bd60fcc","2019-04-06","ratkosrb","Fix ghost auras before 1.9.","d1bd60fccab781433fc5665b81303d35e87a2e56"
"5","General Systems","7e44def40","2019-04-06","ratkosrb","Fix Berserking racial before 1.9.","7e44def40a71fa685a3510b5da157bf8d1b44b46"
"5","General Systems","e461dc46b","2019-04-06","ratkosrb","Fix some judgement issues before 1.9.","e461dc46bbb1a27c17b72fe10867dee9730af42b"
"2","Combat & Spells","d5696d52f","2019-04-06","ratkosrb","Fix aura schools before 1.9.","d5696d52f909eda8ac3b973619e4acae31f51330"
"1","Crashes & Security","39d6d170f","2019-04-06","ratkosrb","Diminishing returns progression changes.","39d6d170fb64e7d079406dff57f3bdec29425b71"
"5","General Systems","680d6c8f9","2019-04-05","ratkosrb","Fix two friends list bugs.","680d6c8f93fdd61319775951ab843004e88cb238"
"5","General Systems","e68795b14","2019-04-04","ratkosrb","Fix possible client freeze on 1.9 and earlier.","e68795b14f74ff1b59329b082dc3a9c763386028"
"1","Crashes & Security","a48f38333","2019-04-04","ratkosrb","Fix who list crash on 1.8.4.","a48f3833342eec621555788163c26f7d3ef02136"
"1","Crashes & Security","e29124d6b","2019-04-01","ratkosrb","Add missing item display id changes.","e29124d6b1c41233a1e4c82d196e7c8e093cf243"
"5","General Systems","3d3678a07","2019-03-28","ratkosrb","Progression fixes for 1.8 and 1.9.","3d3678a071b82f8dbc727baa7302832dd68a6c77"
"5","General Systems","6d9150e9d","2019-03-25","ratkosrb","Fix healing text not showing on old clients.","6d9150e9d7c52bc1ecb544719ea13cd967d0bceb"
"2","Combat & Spells","fd17c2280","2019-03-25","ratkosrb","Prevent negative resistances from spell penetration.","fd17c2280332e52862c28403faefb56ec0dddc3d"
"5","General Systems","f2f3a170e","2019-03-23","ratkosrb","Fix mind control on old clients.","f2f3a170e590d35cc06b54656f4b65ef503160cf"
"1","Crashes & Security","24d725b22","2019-03-21","ratkosrb","Another missed change.","24d725b226ad8aaf5fb1a2b196676124aaf2a103"
"2","Combat & Spells","df1ffbc8e","2019-03-21","ratkosrb","Refactor resistance and armor calculation.","df1ffbc8ee376d3681a20d163f765351debef042"
"5","General Systems","2ce3f3acf","2019-03-17","ratkosrb","Fix death bug with Last Stand.","2ce3f3acfa3ad9ed9e995758ba396dba627dcc83"
"4","AI & Movement","5f2f93064","2019-03-13","ratkosrb","Unsummon old pet upon trying to summon another.","5f2f930644bb8c0bfb383703192e45841732c97d"
"5","General Systems","4d47c2846","2019-03-08","ratkosrb","Move config check to loading code.","4d47c28468c5845dbad4ccb7c3cca55363a27d5a"
"1","Crashes & Security","f3146fdd8","2019-03-08","ratkosrb","Fix utf8 conversion buffer overflow.","f3146fdd8a34f20cf43b01f5dcf47d908eb05b34"
"4","AI & Movement","f840369f0","2019-03-07","ratkosrb","Misc creature spawn fixes.","f840369f09044af8b07a710d65eaa525bc9165f5"
"5","General Systems","ca3bec8c5","2019-03-07","ratkosrb","Determine guard text based on faction.","ca3bec8c5d499a575155668db3ce5f8f3a443227"
"4","AI & Movement","e1063c3a1","2019-03-07","ratkosrb","Mark items used in mail system as discovered.","e1063c3a1d0a38bcbc14d173b83e3f9134778934"
"5","General Systems","5d7467f79","2019-03-06","ratkosrb","Implement area guards system.","5d7467f79b58eaa46c17f4a9fb2a395d3d3ec00a"
"4","AI & Movement","ace2884c2","2019-03-06","ratkosrb","Rename obtained variable to discovered.","ace2884c29ef058729c496fa9bf9823aca3f7740"
"2","Combat & Spells","a49e29e84","2019-03-06","ratkosrb","Fix damage of The End of Dreams.","a49e29e8447e082167afcfc629c04aa563317c10"
"4","AI & Movement","a52fe8ffe","2019-03-04","ratkosrb","Add new extra flag to mark unobtainable items.","a52fe8ffe8f45ea1298d52663cb37ae947b0f261"
"5","Encounters & World","1812c6c5b","2019-03-03","ratkosrb","Implement item template datamining prevention.","1812c6c5bd9952304bc99adede52b5679dccc609"
"2","Combat & Spells","cb7d83495","2019-03-02","ratkosrb","Implement negative resistances.","cb7d83495d6129a60aff4234c1c2951ee7d7089b"
"5","Core Architecture","8d0637a18","2019-02-28","ratkosrb","Implement non-linked auction houses.","8d0637a18af4a83bfa14e08f2862079399355e8f"
"1","Crashes & Security","864ccc505","2019-02-28","ratkosrb","Fix two possible crashes on creature death.","864ccc50554b8333a019ae616a9bb1cd22b27c45"
"1","Crashes & Security","dd8f591dd","2019-02-23","ratkosrb","Change default command ranks.","dd8f591dd9e63fc42dc0b1320c8e2751acd95e1a"
"5","Encounters & World","ed383e83f","2019-02-21","ratkosrb","Fix set flag script command on old builds.","ed383e83fceccec11392b6b585f9e0d023822cd8"
"5","Encounters & World","ff46c9057","2019-02-20","ratkosrb","Improve Kirtonos the Herald script.","ff46c9057fbebd3eb5c4575f81361f2121eadc63"
"1","Crashes & Security","89950c4fa","2019-02-20","ratkosrb","Fix crash when Red Drakonid dies.","89950c4fab9009b5c9639dc37232fc2eab7759dc"
"5","General Systems","7120171a2","2019-02-18","ratkosrb","Fix typo in migration.","7120171a2d77d2cb1fad4ec17903bcaebcf2eaa7"
"4","AI & Movement","3d55960b5","2019-02-12","ratkosrb","Fix container slots size.","3d55960b59875ff702ce30f0b5d657ac16e7ce7a"
"5","General Systems","f7cd03b5d","2019-02-11","ratkosrb","Initial support for 1.8.4 client.","f7cd03b5d9364b3dd8841f6e65bf4da88ef4bd57"
"2","Combat & Spells","a41461c09","2019-02-10","ratkosrb","Cleanup SpellCastResult enum.","a41461c093098e4962ffc13f2dd2cc0fad94f659"
"1","Crashes & Security","7dd0c4304","2019-02-09","ratkosrb","Revert change to Taming the Beast spells.","7dd0c43041ea6953a80f23873fcec71ccd344322"
"5","Encounters & World","4b03fb51b","2019-02-07","ratkosrb","Completion script for Collection of Goods.","4b03fb51bb59c481a2ebee7c868ed672841a853b"
"1","Crashes & Security","a3b934df4","2019-02-07","ratkosrb","Progression changes from 1.10 patch notes.","a3b934df4c78ceec3a115da90e599b60f6721ebd"
"5","General Systems","84ba06f89","2019-02-04","ratkosrb","Fix Ironhand Guardians.","84ba06f89bb1f93757c553faeb4f31dd836a0539"
"5","Encounters & World","628f2a45b","2019-02-03","alexkulya","Script for Karlee Chaddis OOC event.","628f2a45bb3f55a6ca5feb4271911547d990fc34"
"1","Crashes & Security","0ce4fce08","2019-02-03","ratkosrb","Fix grid unload crash. (#134)","0ce4fce089763065057ec8dda953b29c1dd97a50"
"5","General Systems","a718115fd","2019-02-03","ratkosrb","Update a few npc commands.","a718115fd28fa91b82b6da055ecf60de02ec298d"
"1","Crashes & Security","c795b192f","2019-02-03","ratkosrb","Fix crash with AQ mobs.","c795b192f9224061c75e2791de6f13ca26006076"
"4","AI & Movement","80592d75c","2019-02-02","ratkosrb","Add minimum BG duration to reward losing team.","80592d75c8e588bde52896e819da4df11e96aadf"
"5","General Systems","4903a8352","2019-02-01","ratkosrb","Progressive itemization corrections.","4903a835247277ee95138daf1b695e9a1f2dfaab"
"1","Crashes & Security","954e5767b","2019-01-28","ratkosrb","Prevent possible client crash due to wrong group size.","954e5767b90aee716d48742964d4bb75f551cb52"
"3","Bounds & Exploits","9b6c791a6","2019-01-27","ratkosrb","Reduce code duplication in last commit.","9b6c791a6cac385a0516eceda2e3ded33ec59810"
"4","AI & Movement","97572da72","2019-01-27","ratkosrb","Fix some movement issues with older clients.","97572da72fe9c4a4dad843ec27940b58a85af116"
"2","Combat & Spells","59570a014","2019-01-26","ratkosrb","Fix old version of Feedback spell.","59570a014ef2bf35a8d9645cf2bc0b1ed1dbc110"
"2","Combat & Spells","38ee129a8","2019-01-26","ratkosrb","Convert pre-1.10 spell proc flags to newer equivalent.","38ee129a85f78c8ad2d8917b3336facacaadfc56"
"2","Combat & Spells","3aea400fc","2019-01-26","ratkosrb","Fix spell proc flags for 1.9.4.","3aea400fc15ae13fc86ab50441458019bcdd1610"
"1","Crashes & Security","c3dd03986","2019-01-26","ratkosrb","Implement changes to priest racial training costs.","c3dd03986dc93fbd613a333ce5571df0b706dbb7"
"1","Crashes & Security","880630f25","2019-01-25","ratkosrb","Change AB reputation interval based on patch.","880630f2524a66dc7d439f0e21b2c2fcc971292d"
"5","Core Architecture","7c05be342","2019-01-25","ratkosrb","Add patch check to AV player kill reputation.","7c05be342e32306a98d7c415087c742229d9460e"
"2","Combat & Spells","874820496","2019-01-25","ratkosrb","Charm spells on charmed creatures should be unavailable to players.","874820496cd480d25bb6c020a5098403af4c1cc4"
"5","Encounters & World","c9b99a31e","2019-01-24","ratkosrb","Update custom vendors sql to new table format.","c9b99a31e4a87c17cc8b06d3ed3f10cb9b9e3ed1"
"4","AI & Movement","cf6e4f129","2019-01-24","ratkosrb","Use percent hp and mana in creature spawns table.","cf6e4f1292ca4e2dd81a0ad21155a37ca31e171a"
"5","General Systems","595fd679e","2019-01-23","ratkosrb","Fix typo in last migration.","595fd679ebc5748256e513483f83b550514f9688"
"4","AI & Movement","a7905795a","2019-01-23","ratkosrb","Update creature_template column names.","a7905795ac4c587e97c78bfa4bb8a2987c7b1794"
"5","Encounters & World","b5849d266","2019-01-22","ratkosrb","Fix provided item for mage dungeon set 2 quest.","b5849d266c20548dc6ad2ee705e86267f2e60955"
"4","AI & Movement","805759cf5","2019-01-22","ratkosrb","Save guid in training dummy script.","805759cf50a4fe73197f8ae3c8bb6c3083ffd7e4"
"5","General Systems","d293427d6","2019-01-22","ratkosrb","Implement strict version checking to detect modified clients.","d293427d638276cb6d9e03347d1c97a1faeac6a7"
"5","General Systems","7e566d05d","2019-01-20","ratkosrb","Misc progression fixes.","7e566d05ddfb980b1ff7b4adeee815d976f1a857"
"5","Encounters & World","f97c0064b","2019-01-19","alexkulya","Script for Karu OOC event.","f97c0064bc12093fe63b511bb178405036240028"
"2","Combat & Spells","3ff723dbd","2019-01-19","ratkosrb","Send cast error when trying to cast negative spell on self.","3ff723dbd1631cd273a02d97534ca754f3941a1a"
"4","AI & Movement","cbb89c12d","2019-01-19","ratkosrb","Resummon warlock pet after Eye of Kilrogg.","cbb89c12da6d4d992a80fdf953789dbc586c5917"
"3","Bounds & Exploits","8bc932b5c","2019-01-19","ratkosrb","Fix talents exploit.","8bc932b5c80368ddd507ba7a2068fd8c50f8a171"
"2","Combat & Spells","97ecc3e28","2019-01-16","ratkosrb","Handle rolling immunity effects from multiple auras.","97ecc3e281ee292488c44319a9e49dcbcbcdd452"
"4","AI & Movement","f61fb1913","2019-01-15","ratkosrb","Rename creature pointer to something more appropriate.","f61fb191308c1e6ba548504c0ecc6208c555f17d"
"4","AI & Movement","b7fb84abe","2019-01-15","ratkosrb","Add support for non-Totems to TotemAI.","b7fb84abe8da69b2e7a016327c2d54a14d27650c"
"5","General Systems","7158bc3a9","2019-01-14","ratkosrb","Fix racial skill bonus not working until relog.","7158bc3a9e9701d8cfbcf6024a833ab08eb7d921"
"5","General Systems","1a47d42f7","2019-01-14","alexkulya","Correct texts used by Bazil Thredd.","1a47d42f7281b2708719de755994e275f02507b6"
"5","Encounters & World","b74b8b833","2019-01-14","alexkulya","Script for Gerald Abernathy & Theresa OOC event.","b74b8b833a4c36c2b9392f5e94b1d7db9771d1b9"
"2","Combat & Spells","9e4f5b8d0","2019-01-12","ratkosrb","Properly allow SPELL_AURA_MOD_DAMAGE_DONE procs.","9e4f5b8d0031fde0c54cfd57867d82a6f6e8b847"
"2","Combat & Spells","66e012f41","2019-01-12","ratkosrb","Remove charm auras on the possessed unit rather than the charmer.","66e012f4188ececad79a8485f83a3dca42cada4f"
"5","General Systems","5a2776dac","2019-01-12","ratkosrb","Check m_CastItem for item casts rather than m_IsCastByItem.","5a2776dac3b6f3eceaf3dc0f5d7f7a7d02775a1b"
"5","Encounters & World","5c77c1c08","2019-01-12","ratkosrb","Cleanup Venoxis and Hakkar scripts.","5c77c1c08e42cbc2992b7a94e2f487fe825e68d6"
"2","Combat & Spells","e5b242609","2019-01-12","ratkosrb","Prevent players from casting negative spells on themselves.","e5b24260922fe5d9c0c535378330e6e5dabf3713"
"2","Combat & Spells","89e3e799a","2019-01-12","ratkosrb","Restrict addon language messages to certain channels.","89e3e799aa53e72e3a1a63adcc840fbd64a5bed8"
"2","Combat & Spells","59f151f0f","2019-01-12","ratkosrb","Use static cast in IsPet and ToPet.","59f151f0f1965edc7cc3ba172b26f72d6ebe0f48"
"2","Combat & Spells","b030cd500","2019-01-12","ratkosrb","DOT spell damage was calculated on tick before 1.10.","b030cd500a5880c591626a34f966cd903e2b3a3b"
"4","AI & Movement","fa0e43b6b","2019-01-12","ratkosrb","Killing pets should not reward reputation after 1.10.","fa0e43b6b2409e323140f8c67037d496268f4a58"
"5","General Systems","cc9f80733","2019-01-10","ratkosrb","A few misc fixes.","cc9f80733b5ce66277147942af339dbac81b09a8"
"5","Encounters & World","59eeefa83","2019-01-10","alexkulya","Add some gameobject spawns in Blackrock Spire.","59eeefa83a46ae6d4f4981d45890cf79d9f1b67b"
"4","AI & Movement","2beed900f","2019-01-10","alexkulya","Add waypoints to some creatures in The Barrens.","2beed900fe028f59d6d5ab6fdc2ffdb7e5abdda5"
"5","Encounters & World","771507991","2019-01-10","ratkosrb","Corrections to spawns in PvP vendor rooms.","7715079915e192625f9cd5a76c19ec6a26563cd3"
"5","Core Architecture","39ec74260","2019-01-08","ratkosrb","Refactor player skills code.","39ec7426030aaf6ecdce1d741ee3910c987b91e0"
"5","General Systems","bb27fef7c","2019-01-05","ratkosrb","Fix target dummies not taunting mobs.","bb27fef7c09a88fdfe72193f8158da48f520d9e3"
"1","Crashes & Security","03183cbcb","2019-01-03","ratkosrb","Fix crash when loading pet auras.","03183cbcbbee1fe4e1633e209cf381e6530cb36c"
"2","Combat & Spells","9998f2de9","2019-01-02","ratkosrb","Add separate handler for SPELL_EFFECT_SUMMON_POSSESSED.","9998f2de90a5aa8ccbd926a2efc6e282e74407f5"
"4","AI & Movement","669611a44","2019-01-01","ratkosrb","Add initializer list for Random Movement Generator.","669611a44950f9497f92071232cbaaca8c8ca51b"
"5","Encounters & World","a14c2d956","2018-12-31","ratkosrb","Add missing firework gameobjects.","a14c2d9564e0da57126ee5b72ec993c982853729"
"5","Encounters & World","f68c5a431","2018-12-30","alexkulya","Script for Gruk and Guard Taruc.","f68c5a43184f2377e8827691297a2638a19d2435"
"4","AI & Movement","03f769ae1","2018-12-30","alexkulya","Fix movement for some mobs in The Barrens.","03f769ae128381941e113168778892287c46c693"
"5","Encounters & World","8b8742110","2018-12-30","ratkosrb","Fix bug causing Elemental Invasion bosses to evade.","8b8742110f9e3533ba77d8209ce051135687ef6f"
"5","Encounters & World","f6cc72641","2018-12-28","ratkosrb","Move Thrall and Vol'jin scripts to database.","f6cc7264110a2a343b7adca93453efabd6b206b8"
"5","General Systems","02660a22b","2018-12-28","ratkosrb","Add back King Gordok's anti split check.","02660a22b41aa24217a3192518c3112be5c19b91"
"5","General Systems","1fcfd82b1","2018-12-25","ratkosrb","Fix wrong return type.","1fcfd82b14373125a188a9c13fa0e3b90fcca386"
"5","General Systems","8b53e7547","2018-12-24","ratkosrb","Fix patch for School of Tastyfish.","8b53e7547927bd22769c3e20af67f4c73f4e4e10"
"5","General Systems","1f3e4dee5","2018-12-24","ratkosrb","Fix wrong id for Curse of the Eye used by mobs.","1f3e4dee523435beb5d4a76a2ceeb5c985a59947"
"2","Combat & Spells","15d27dbb5","2018-12-23","ratkosrb","Fix SPELL_ATTR_EX_NOT_BREAK_STEALTH on old clients.","15d27dbb5c06c7c6938e96d02c3160bd424e835c"
"1","Crashes & Security","a78b9e049","2018-12-23","ratkosrb","Revert last change for items.","a78b9e04973ad015fb61290ad912af2b548a746f"
"2","Combat & Spells","8da06d8a3","2018-12-22","ratkosrb","Stealth auras were removed at end of cast prior to 1.10.","8da06d8a3f5753e4c8a49a1daebcce45f355f663"
"1","Crashes & Security","e1a31cbf0","2018-12-22","ratkosrb","Implement changes to display id and name of some items.","e1a31cbf08cb3c2a2b03a7a9117710317586d7f3"
"5","Encounters & World","db7df427e","2018-12-21","alexkulya","Completion script for quest Winterfall Runners.","db7df427e9f3ae9af153876102e510ab2f67628b"
"2","Combat & Spells","31ed7c2a4","2018-12-21","ratkosrb","Fix spell Haunting Phantoms","31ed7c2a44c085ebd6a062ca9f3ef2731fcdf5bb"
"5","Encounters & World","c4c640ef3","2018-12-19","ratkosrb","Enable morph script command for players too.","c4c640ef3b22f650d437e449dd60a731ebdaa0ed"
"2","Combat & Spells","fbfbd00b5","2018-12-19","ratkosrb","Fix spell Party Fever.","fbfbd00b57cb618e3305700aaecbb933f905476f"
"5","General Systems","8b99a79e6","2018-12-18","ratkosrb","Correct faction of Fenros.","8b99a79e6d6648fb41a150aa9b51f951e6eb8259"
"4","AI & Movement","b53276a7f","2018-12-17","alexkulya","Add creature group for Haren Swifthoof.","b53276a7fa8f93e07512477bf97f2c169dbdb359"
"5","Encounters & World","27f53bc78","2018-12-14","alexkulya","Script for Death Knight Darkreaver.","27f53bc78cdff49a44d121d22431130c5f6a741e"
"5","Encounters & World","62a44c949","2018-12-14","alexkulya","Script for Apothecary Keever OOC event.","62a44c94919a52dd3de6d5d66c6bb2962026ea78"
"1","Crashes & Security","7f0afe90c","2018-12-09","ratkosrb","Fix crash in ScriptsProcess.","7f0afe90c15bfbb157e3d351b575eb49853e98e5"
"2","Combat & Spells","b830b6347","2018-12-07","ratkosrb","Refactor chat channel code.","b830b6347ec12333f8753345c5a5455d4338e5c0"
"5","Encounters & World","af7141efc","2018-12-07","alexkulya","Script for Mogg and Pooka event.","af7141efc26418ad60ec7e3feec9e7a29f802d53"
"1","Crashes & Security","9fe6b88af","2018-12-06","ratkosrb","Implement changes to PvP set prices and models.","9fe6b88af1b2a1bb3239ff06571a09fffcc32ef0"
"5","Encounters & World","a4710e392","2018-12-06","alexkulya","Script for Grub and Duhng OOC event.","a4710e39250a1c17e5dab52a0e7d2954cba4e2c4"
"5","Encounters & World","fe4461e55","2018-12-06","alexkulya","Script for Trok OOC event.","fe4461e551cb7516dbe75cf1f26ddc9b40226e3b"
"4","AI & Movement","5a6d08331","2018-12-06","alexkulya","OOC Texts for some creatures.","5a6d0833112c85174b4e2bde96225cf6ac2d2265"
"5","General Systems","e3bc078ea","2018-12-05","ratkosrb","Fix use of negative value in LowLevelHideDiff and HighLevelHideDiff.","e3bc078ea781fd01b35734c597f523805bd2994b"
"4","AI & Movement","59f197461","2018-12-05","ratkosrb","Add EventAI script for Rak'shiri.","59f1974613f79b4aa2d4fb9f67ecabfadcbb778a"
"5","Encounters & World","bd9b4e1ee","2018-12-05","alexkulya","Script for Erk and Fang event.","bd9b4e1ee5f49d2e72065ef09f7921b3549c4ef6"
"5","Encounters & World","1e99c2b2d","2018-12-05","alexkulya","Script for Horde Laborers.","1e99c2b2d55056f0edf72b2bd7688d0a2ed25559"
"5","Encounters & World","ddf014b04","2018-12-05","alexkulya","Completion script for Operation Recombobulation.","ddf014b041892d2770f9ed0c042ed6231fcfa38e"
"5","General Systems","2780b0e3c","2018-12-05","ratkosrb","Fix typo in function name.","2780b0e3c8a5509d9670d1f9839a57124882c6f3"
"1","Crashes & Security","6627db278","2018-12-04","ratkosrb","Query style changes.","6627db2787f253066c1680c806c682a6355dd550"
"5","Core Architecture","eea89a4eb","2018-12-04","ratkosrb","Add player chat tag enum.","eea89a4ebaf8411b7dc03c8fe2716c19647276ce"
"2","Combat & Spells","ae64eb5e9","2018-12-04","ratkosrb","Correct implementation of some spell mods.","ae64eb5e98209b8d3ae19c0f3c8d7e49fbf9846f"
"5","General Systems","b7b970e88","2018-12-04","ratkosrb","Code style improvements.","b7b970e886b21e1f68356fbe343d9012769f64f8"
"4","AI & Movement","9c12d95d0","2018-12-04","ratkosrb","Add gossip menus for profession trainers.","9c12d95d0a9318ad08508340d179b70dbd1eea71"
"1","Crashes & Security","2db2cd000","2018-12-03","ratkosrb","Fix crash in AttackerStateUpdate.","2db2cd000a70a7d8ac5ad4f7c4d9302bbdd2021c"
"5","General Systems","ed7711726","2018-12-02","ratkosrb","Fix build on linux with newer openssl versions (#50)","ed77117267779297cc17665b5fc72268c677d7b5"
"5","Core Architecture","395d47d15","2018-12-02","ratkosrb","Organize code in Player.h","395d47d15fdf43241dc12303a5e592fc218d03f9"
"2","Combat & Spells","f9e8c3d2b","2018-11-30","ratkosrb","Check spell proc cooldowns for creatures too.","f9e8c3d2b53a3e894852a3ed91234dc2ab34a6e2"
"4","AI & Movement","8cddb7ea9","2018-11-30","ratkosrb","Add distancing movement to Barak Kodobane.","8cddb7ea987dc73c3103a158b36b346723394583"
"5","General Systems","ad0804074","2018-11-30","ratkosrb","Add support for 32 slot bags.","ad08040748705468140fe0dd6a7998a865eec78a"
"5","Encounters & World","7421f101b","2018-11-29","ratkosrb","Fix quest The Completed Orb of Noh'Orahil","7421f101be50a5464400e241a72c02580d657e05"
"5","General Systems","6735de017","2018-11-27","ratkosrb","Improvements to PvP flagging.","6735de01743e2e98740882d67f663a5ac20ac276"
"4","AI & Movement","6708c8284","2018-11-25","ratkosrb","Use modern for loop in EventAI code.","6708c8284b01fc0738063c1784db081e4cf74797"
"5","General Systems","04ce3beb3","2018-11-25","ratkosrb","Fix invisible spirit healer when you die on graveyard.","04ce3beb3a8581c76f57b7cc23aadfd7bdd8124d"
"5","Core Architecture","b80466ce6","2018-11-23","ratkosrb","Move functions specific to 3 mobs out of Unit class.","b80466ce6151c95c390333e3721cb9d501258084"
"5","General Systems","4789bf02a","2018-11-23","ratkosrb","Fix Gurubashi Arena on PvE realms.","4789bf02a4bd4c8a5159ce45e8877db70410229d"
"2","Combat & Spells","7c28053b4","2018-11-23","ratkosrb","Implement spell Shapeshift Form Effect.","7c28053b453f185608a2bc26ff1b83dafb5557cf"
"2","Combat & Spells","f577dd890","2018-11-23","ratkosrb","Trigger mainhand weapon procs for shield attacks.","f577dd8900ee598cb795fff257f6c54bfdeb85a4"
"2","Combat & Spells","c2fee99d0","2018-11-22","ratkosrb","Fix spell error codes on 1.9.","c2fee99d034cb50a2f06a8fe6fdf85153a0a6ab6"
"5","General Systems","e56b932f1","2018-11-22","ratkosrb","Fix startup errors on 1.9.","e56b932f104be467feace9251f75f0967567e5af"
"5","General Systems","acaa54ae9","2018-11-19","ratkosrb","Initial support for 1.9.4 client.","acaa54ae9da242657474dee544f1f8382dbd5c39"
"2","Combat & Spells","81e883c29","2018-11-19","ratkosrb","Do item spell id substitutions in core.","81e883c29132bc7b244fd26073979cbe356006d7"
"1","Crashes & Security","44468ab16","2018-11-15","ratkosrb","Change defaults for some config options.","44468ab168cdfc24027719d74702fa04db7c5bd4"
"4","AI & Movement","bf90c84a6","2018-11-10","ratkosrb","Prevent pulling Wyrmthalak through wall with pet.","bf90c84a6a4b4e15c5ac381147dfad4f08d9bc61"
"1","Crashes & Security","6ce5523b6","2018-11-09","ratkosrb","Fix crash when deleting bags.","6ce5523b674809521bafea388a42617002f7af94"
"5","Encounters & World","10e84e5e2","2018-11-09","ratkosrb","Fix scripts for a few AQ mobs.","10e84e5e2dc5e8396cc9d9a72f435caa85f80aa6"
"5","General Systems","21c2199bf","2018-11-09","ratkosrb","Fix searching AH with localized client.","21c2199bf481b7a0de0089050e2f2a2e2464632f"
"5","General Systems","9347a6e16","2018-11-08","ratkosrb","Finished item data corrections.","9347a6e166cfd59ed890bca93a9220893ddfd7d6"
"2","Combat & Spells","b70220491","2018-11-08","ratkosrb","Initialize all SpellEntry fields.","b702204913b26459f4bf9d72f2f2c42d18fd2f70"
"5","General Systems","a79b180b1","2018-11-07","ratkosrb","Fix type in comment.","a79b180b19209dc5bc2cedbfdedf2a8e246b4a1e"
"5","General Systems","ba3268a69","2018-11-07","ratkosrb","Fix Challenge to Urok.","ba3268a699157928c8725a33a036c9e0bc2dd84b"
"1","Crashes & Security","317af2e3a","2018-11-06","ratkosrb","Missing change from last commit.","317af2e3ae922bf7b7aa1bb43eefca0cfead4e26"
"2","Combat & Spells","fc8cc3f17","2018-11-06","ratkosrb","Fix stats for some items.","fc8cc3f176d70b05a223d4a344b3ff472632d21d"
"5","Encounters & World","353959169","2018-11-04","ratkosrb","Fix script issues with 2 mobs.","35395916984ae9f46c3e785a30135c9517bcbb1d"
"4","AI & Movement","2ff34d4df","2018-11-04","ratkosrb","Prevent creatures from Blinking to unreachable places.","2ff34d4dfc6904e8e4cc1a1d029915466c83fd7a"
"5","General Systems","0a2315b9a","2018-11-02","ratkosrb","Corrections to item prices and level.","0a2315b9a0b57f647b57e8338c322107104f2dc8"
"5","General Systems","0e925fa09","2018-11-01","ratkosrb","Correction to some item data for 1.12.","0e925fa09d5416a0a32414ce4673d0d96856ff18"
"2","Combat & Spells","16d3f1114","2018-11-01","ratkosrb","Armor and resists should be int16 in database.","16d3f111442281ef8049ee745149002d0e0b99f1"
"5","General Systems","48e1d4ea2","2018-10-29","ratkosrb","Taming the Beast improvements.","48e1d4ea22fdc4acf11d8f20e1e71d302b1f6988"
"4","AI & Movement","ea0c1a031","2018-10-26","ratkosrb","Prevent creature pets from chasing forever.","ea0c1a031b6c36b04420249711e4a1be197418fa"
"2","Combat & Spells","d47c7094c","2018-10-26","ratkosrb","Fix use of different range checks for some spells.","d47c7094c1622dfa12beb2ed431e2b9885eb0092"
"5","Encounters & World","b5a737aac","2018-10-21","ratkosrb","Max level quest xp to gold conversion was added in 1.10.","b5a737aac3135ed72a076d641ab2f533834ca7ea"
"4","AI & Movement","f89b22cf7","2018-10-20","ratkosrb","Prevent follower npc abuse.","f89b22cf7233ad39d1b2b21a08a4fdd819f3bd9a"
"5","General Systems","560255d40","2018-10-20","ratkosrb","Check linked item properties for enchantments.","560255d40d7b1b56e7fe19b9948949d197dcd313"
"5","General Systems","2e9ef8079","2018-10-17","ratkosrb","Check content patch when setting break point values.","2e9ef8079a01102b17f131b81c4cfba5d5ad90d7"
"5","General Systems","17fe06d28","2018-10-17","ratkosrb","Check validity of group binding.","17fe06d285d4da8156c967c49991832961459989"
"5","Encounters & World","3054860b4","2018-10-17","ratkosrb","Prevent sending of bad item links.","3054860b4862485dee80028564c95844c0e516bf"
"3","Bounds & Exploits","bfff076b9","2018-10-17","ratkosrb","Fix engineering pets exploit.","bfff076b916f64efcad007baee5e7462f322d4b5"
"2","Combat & Spells","62447aa19","2018-10-17","ratkosrb","Fix Furious Howl and stats for 2 mobs.","62447aa19dc866d70ec4d2e387345ec6f885ea6b"
