"ShortSha","Date","Status","Crucial","Category","Author","Subject","FullSha"
"b8dd2d885","2021-08-23","PENDING","YES","Encounters & World","ratkosrb","Fix small issues with quest The Annals of Darrowshire.","b8dd2d885afbb7db8eb1c4de4d7c53e6e0605498"
"310dc0f77","2021-08-23","PENDING","YES","General Systems","ratkosrb","Fix duration of Intimidating Shout.","310dc0f775bd586f8ec626e27ef7da7970fca4b6"
"daaa55b5f","2021-08-23","PENDING","YES","AI & Movement","ratkosrb","Prevent gaining weapon skill while shapeshifted.","daaa55b5f7b335b2cf221a2fdabbcd143232b7ba"
"57cefff35","2021-08-23","PENDING","YES","Combat & Spells","ratkosrb","Update spell proc flag names.","57cefff35fd6340dfce6d04e59a22379103eef6d"
"4c921203c","2021-08-23","PENDING","NO","General Systems","ratkosrb","Reduce respawn of Fifth Mosh'aru Tablet to match that of Sixth Mosh'aru Tablet.","4c921203c782f927a76e636c4f74ba971b4f5173"
"09849a128","2021-08-23","PENDING","YES","Combat & Spells","ratkosrb","Fix Wyvern Sting not being removed on taking damage.","09849a1283e1787882dbc96ad2e94674fb76af59"
"61d328822","2021-08-21","PENDING","YES","Crashes & Security","Warlockbugs","Fix unable to turn in quests with required items after crash.","61d328822d6591b21bc7b1639066afc798dbb505"
"24bc69fa7","2021-08-21","PENDING","YES","Crashes & Security","ratkosrb","Make sure creature equipment is reset when changing entry.","24bc69fa74992e3370e22a203189a1723f849dfa"
"1f6a8c203","2021-08-20","PENDING","YES","Encounters & World","ratkosrb","Allow dwarf non-priests to take the MC attunement quest.","1f6a8c20355acee28cbd471c111607ade5671f2b"
"1743a8c31","2021-08-20","PENDING","YES","Encounters & World","ratkosrb","Fix quest The Battle of Darrowshire before patch 1.4.","1743a8c314e6c18c9ad9f1faac0cd38d5a3eaca4"
"4ba6aa573","2021-08-20","PENDING","YES","Combat & Spells","ratkosrb","Do not consume Elemental Mastery if spell did not crit.","4ba6aa573c3afd4ebb82e11baa0b2c5959eb8d40"
"c7d85647f","2021-08-19","PENDING","YES","Combat & Spells","ratkosrb","Fix incorrect handling of float subdamage in SMSG_ATTACKERSTATEUPDATE.","c7d85647f7f5331ce63c81facf8f2821748807b1"
"82081b65a","2021-08-18","PENDING","YES","General Systems","ratkosrb","Fix not being able to level defense skill when a bonus is applied.","82081b65aecd576ddab549e3ce156f429484ddd1"
"5591fba53","2021-08-14","PENDING","YES","General Systems","Drak","Fix pre-1.12 bracket breakpoints (#1309)","5591fba5315c48f0c8aaafe366ff7a1ddb443ad8"
"410df0866","2021-08-13","PENDING","YES","Core Architecture","ratkosrb","Remove wrongly added code to Player::SetRestType.","410df08669549f26c98710defeee3412de427b0b"
"4e5d73693","2021-08-12","PENDING","NO","General Systems","killerwife","Adjust on shapeshift root and slow removal to latest research.","4e5d73693819fadb3bde48e81d17f59a0b29fdeb"
"aa50cc391","2021-08-10","PENDING","YES","Combat & Spells","ratkosrb","Fix water breathing aura stacking issue.","aa50cc391a2f890d8157d93e63fcda9d1b8e077f"
"fc9afd11d","2021-08-10","PENDING","YES","Encounters & World","ratkosrb","Remove unused core script for Thadius Grimshade.","fc9afd11d7eb74412ecf64b0470e0fead799f903"
"114ddd3c9","2021-08-10","PENDING","YES","General Systems","NickTyrer","Misc DB Fixes (#1248)","114ddd3c9e6e72ad882c8461982c22f344193f79"
"60c805730","2021-08-06","PENDING","YES","General Systems","δåÇδª░","Fix Linux build","60c80573057d6c6c1daee665b96b4ef78235d417"
"8d65dc35d","2021-08-06","PENDING","NO","General Systems","ratkosrb","Add missing include.","8d65dc35d1248499538d3c546bf3f2c49e612dd1"
"021a08964","2021-08-05","PENDING","YES","Encounters & World","Alex Johnson","Add quest progress and completion translations for French and German (#1299)","021a089644d8cd1883de1e52cd7db1a95e9c2bca"
"9e2da1bd7","2021-08-05","PENDING","YES","AI & Movement","ratkosrb","Add packet logging option to movement anticheat.","9e2da1bd72eda46cfa2f9378afcaf66bc33028d7"
"a83040d89","2021-08-05","PENDING","YES","General Systems","ratkosrb","Make multi jump and wall climb checks more aggressive.","a83040d8974c1bfc4a6585f35e059407ffcb82cc"
"cdda3be02","2021-08-04","PENDING","YES","General Systems","NickTyrer","Correct Respawn Times For Firecrackers (#1298)","cdda3be02a1673620b622de20e5051f04910392c"
"32ec9008e","2021-08-04","PENDING","YES","General Systems","ratkosrb","Correct despawn time for lunar festival firecrackers.","32ec9008e0dffbec1ff1bcac60517da5562c84d0"
"0afec2228","2021-08-04","PENDING","NO","General Systems","NickTyrer","Add Lunar Festival Firecracker Spawns(#1238)","0afec22287a0ea38d573547402c936ae9199739c"
"40e49ec3b","2021-08-04","PENDING","YES","Encounters & World","ratkosrb","Add script to despawn lunar festival firecrackers.","40e49ec3b5c95178e74b2e9ae54e97bea8ba033b"
"35392f94d","2021-08-04","PENDING","YES","General Systems","ratkosrb","Fix SMSG_DEFENSE_MESSAGE opcode.","35392f94d5da5b47d0727da15127ea6471c703e3"
"580c7f8ff","2021-08-04","PENDING","YES","General Systems","ratkosrb","Fix pre 1.11 build.","580c7f8ffa2bb7df0e74d80bba8de63b310722b1"
"c228b4309","2021-08-03","PENDING","YES","Core Architecture","ratkosrb","Add a way to send defense messages to map.","c228b4309c7193b3275958703072e45ab3ff01f6"
"b9fc6d118","2021-08-03","PENDING","NO","General Systems","δåÇδª░","Add min/max version to CMakeList (#1224)","b9fc6d118d83e557ad7cdc0a059a82f8aa61d676"
"09387bc04","2021-08-03","PENDING","YES","AI & Movement","NickTyrer","Improve the Darkmoon Faire Event (#1235)","09387bc0492f0f6fd4e21f1d556edc413cd3f2c8"
"5d36b053e","2021-08-02","PENDING","NO","General Systems","namreeb","Full Warden Anticheat reimplementation (#1295)","5d36b053eed4f06b6cc004b5c1664c5eb68f628a"
"7b83d9952","2021-08-01","PENDING","NO","General Systems","ratkosrb","Don't remove Mind Vision when target enters stealth.","7b83d9952f32559b72f7094e389631f4a30ef7b0"
"291e5d099","2021-08-01","PENDING","NO","General Systems","ratkosrb","Make rogue partybots enter stealth only is specific circumstances.","291e5d099a94a2a054e4f1267a0b1fcdcabb6aaa"
"5e3b67bc2","2021-07-31","PENDING","YES","AI & Movement","ratkosrb","Add an extra point in Kaya Flathoof's path.","5e3b67bc2959cea9abb94769e1d9142b687c7950"
"cbf550b88","2021-07-31","PENDING","YES","Combat & Spells","ratkosrb","Remove duplicate world state update command.","cbf550b889c43cf2ba99145beb88df734f6cc8c5"
"84a9498fe","2021-07-31","PENDING","YES","General Systems","Orozxy","Fix Necropolis despawning mechanic (#1292)","84a9498fe42b79eb429e92434dbba9aa534bb206"
"007a4ac0c","2021-07-29","PENDING","NO","General Systems","ratkosrb","Add missing gossip options to Barnil Stonepot.","007a4ac0c7bac54d1528971641b9c1f2340a882d"
"c9dd85037","2021-07-28","PENDING","NO","General Systems","ratkosrb","Add missing Coral Shark spawns in Swamp of Sorrows coast.","c9dd8503758a1f43ffa6ffeffe356bbcdc564a4e"
"abcff7f07","2021-07-28","PENDING","YES","General Systems","ratkosrb","Correct name of Black Tabby before patch 1.6.","abcff7f07a6695dff5caf1341194cd0ec25d8671"
"a25538e1f","2021-07-21","PENDING","NO","General Systems","ratkosrb","Delete custom AV summoner npcs.","a25538e1f7453079383c6b5455ff3cbd84e196ea"
"7ccd6ec05","2021-07-21","PENDING","YES","General Systems","ratkosrb","Fix revision hash not being saved to uptime table.","7ccd6ec05f2de79bd28d294bb58bc42642207e3d"
"56a46ae44","2021-07-21","PENDING","NO","General Systems","ratkosrb","Add ammo to hunter bots when they run out.","56a46ae440eb6be38d8043b0cc2a6a56a85b8999"
"800368121","2021-07-19","PENDING","YES","AI & Movement","ratkosrb","Movement: Rename velocity to zspeed to better reflect its purpose.","800368121e48615884a483706dee185b4e40bbe5"
"c9befc341","2021-07-17","PENDING","YES","Encounters & World","Orozxy","Correct duration of Scourge Invasion events (#1278)","c9befc34175ce9493e1de8966b728bf7842262c9"
"fd25e7634","2021-07-16","PENDING","NO","General Systems","ratkosrb","Remove obsolete comment.","fd25e7634a54c88e8f601eccaba75ca390241b5b"
"e35f99e9a","2021-07-15","PENDING","NO","General Systems","brotalnia","Make bots ignore fully immune targets.","e35f99e9a6a368d6468e74c7e7730a352cd76a0d"
"74dbf8873","2021-07-14","PENDING","NO","General Systems","ratkosrb","Make some base class destructors virtual.","74dbf88733e432192b54843e080919386acb6bb2"
"a80971c8d","2021-07-14","PENDING","YES","AI & Movement","ratkosrb","Check if pet can turn instead of target.","a80971c8de4bc4dadd9bef7ab0fe4d53f87cc47c"
"ac0b04944","2021-07-14","PENDING","YES","Combat & Spells","ratkosrb","Fix talents that reduce cooldowns of pet spells.","ac0b0494469ebd7923115d51a576515c7398465d"
"067669e2d","2021-07-14","PENDING","YES","AI & Movement","ratkosrb","Refactor pet cast handler.","067669e2dfc764bc00ca2f710dd9afa465d710ad"
"1a35a5a00","2021-07-13","PENDING","YES","Combat & Spells","ratkosrb","Add spell lists for Den Mother and Thistle Cubs.","1a35a5a00743fd59ecc3cfdae02e09f154f826d8"
"16fca0aeb","2021-07-13","PENDING","YES","Combat & Spells","ratkosrb","Fix weapon switch global cooldown.","16fca0aeb1a0177800b8ad1178cd060f1f0b9be4"
"d1530259e","2021-07-12","PENDING","YES","Combat & Spells","ratkosrb","Add missing spells to Darkshore and Ashenvale mobs.","d1530259ee74d4921b2f1919e4f4c314e67029c2"
"57643a799","2021-07-12","PENDING","YES","General Systems","ratkosrb","Fix mistake in last commit.","57643a799b56d8be93a59c10b029eef8e9c6a57a"
"f6db548dd","2021-07-12","PENDING","YES","Crashes & Security","ratkosrb","Fix crash when passing nullptr target to CastSpell.","f6db548dddb2bfe140ca809944e4d673d09148e9"
"1b6a2e7a4","2021-07-12","PENDING","YES","General Systems","ratkosrb","Correct some page texts based on cache data.","1b6a2e7a41bfd77cc4fc0a2ba526f42088c3aa4a"
"5e8d04293","2021-07-10","PENDING","NO","General Systems","ratkosrb","Remove left over config option for TBC feature.","5e8d04293abd6e508929a2fae21850de983a48e0"
"1b82e6258","2021-07-08","PENDING","NO","General Systems","ratkosrb","Vorsha the Lasher: Only reset Naga Brazier when Muglash reaches it.","1b82e62581e596e134c35e3f361554e2d9e7192d"
"4084315da","2021-07-06","PENDING","YES","AI & Movement","ratkosrb","Prevent partybots from getting stuck in idle movement.","4084315dac0d85dbc33bbda197f3add193bb1eca"
"84df3d447","2021-07-05","PENDING","NO","General Systems","ratkosrb","Make Den Mother and Thistle Cubs aggro together.","84df3d447075b1938a8d693a6852798d658d4bb0"
"0be33d642","2021-07-04","PENDING","YES","Encounters & World","ratkosrb","Move elevator transport map to transport manager.","0be33d64297fa859752beca6f39bc39fe6bd580e"
"ce8e87283","2021-07-03","PENDING","NO","General Systems","ratkosrb","Small refactor to last commit.","ce8e87283b392f9f9abbbf4d419b685457663c12"
"ffea5b6be","2021-07-03","PENDING","NO","General Systems","ratkosrb","Make bots use their trinkets.","ffea5b6bee35a6854470b671f11b2547d7d5d537"
"72b22aa36","2021-07-03","PENDING","YES","Encounters & World","ratkosrb","Prevent partybots from breaking CC with AoE if target is marked.","72b22aa3616555d79718aab561e9828280d039c5"
"0c89cd776","2021-07-03","PENDING","YES","General Systems","ratkosrb","Fix a compiler warning in battlebot waypoints.","0c89cd776fd2ce1aef38965860f48ef11632130b"
"e776319fc","2021-07-03","PENDING","YES","Encounters & World","ratkosrb","Send all elevator transports to player upon add to map.","e776319fc455e68eb707bc197bfb42f49f235276"
"cfeffb2cc","2021-07-02","PENDING","NO","General Systems","ratkosrb","Add partybot aoe command.","cfeffb2ccb7eff71214d805a88ba72cc48364ab7"
"f85fdfcb4","2021-07-02","PENDING","YES","AI & Movement","ratkosrb","Make partybots assist their pets.","f85fdfcb4ef71713be4591fdf4986f8529f0045a"
"b35d95213","2021-07-02","PENDING","NO","General Systems","ratkosrb","Add combustion to mage bots.","b35d952135c1d323c80bb1ddca22b42eb4629093"
"f0354ec2d","2021-07-02","PENDING","NO","General Systems","ratkosrb","Add smite to priest partybots.","f0354ec2deb19b6f2762bd3ccaf207740563346b"
"2cea02a35","2021-07-02","PENDING","YES","Combat & Spells","ratkosrb","Reset partybot spell data on learning new spells.","2cea02a35165752a849eb463a5b427862b08973c"
"889bb511b","2021-07-01","PENDING","YES","Encounters & World","ratkosrb","Fix quest complete speells before 1.12.","889bb511b3564b387ac5d347f1b6bb39d3ffa8f5"
"002997578","2021-07-01","PENDING","NO","General Systems","NickTyrer","Make Mistletoe Response be cast by the target (#1259)","002997578eb07995da1b7f680c6fcfd741771eb5"
"6a52633b8","2021-07-01","PENDING","NO","General Systems","breeches","Make Lakota Windsong speak at end of Free At Last (#1257)","6a52633b8dc879f1f2fd2764e1df62e96fcf30fc"
"dc8300c43","2021-06-30","PENDING","NO","General Systems","ratkosrb","Make warlock bots only cast banish if fighting multiple attackers.","dc8300c432405e8dba73671c637b8a6c2978f697"
"39a168069","2021-06-29","PENDING","NO","General Systems","ratkosrb","Add tauren detection test results in comment.","39a168069f9ed792ced42adba7779ea780650f0d"
"e378b9264","2021-06-28","PENDING","YES","General Systems","ratkosrb","Correct stealth detection calculations to match classic measurements.","e378b92641a66d5da45a31154f81431fedd63d60"
"a99d5c262","2021-06-24","PENDING","NO","General Systems","ratkosrb","Add missing charm effect for Hex of Jammal'an.","a99d5c262b816ca3f015e2684d7a8129dae52828"
"bc977a782","2021-06-24","PENDING","YES","Core Architecture","ratkosrb","Fix queries in player dump commands.","bc977a782b2927fd0ec33e804a302d470f09f4a1"
"185b05c05","2021-06-23","PENDING","YES","General Systems","stfx","Fix detecting a few indoor locations in 1.12.1","185b05c05211cc81577338cd54531b6e08b97db1"
"85691e34a","2021-06-23","PENDING","YES","AI & Movement","ratkosrb","Use pathfinding when returning pet to stay position.","85691e34a762ec9f20ebb75f018cdbfb8ca4302a"
"7aaa9c34d","2021-06-22","PENDING","YES","AI & Movement","ratkosrb","Refactor BuildMovementUpdate and fix elevators in pre 1.9 clients.","7aaa9c34d653a8b54b9ec8f6a1fd757ff610af32"
"5dd6f8b46","2021-06-22","PENDING","YES","Crashes & Security","ratkosrb","Fix a possible crash in HandleMoveTimeSkippedOpcode.","5dd6f8b4603361a4f49163e110cfdf2d8614b7d6"
"9715f1c62","2021-06-22","PENDING","YES","AI & Movement","ratkosrb","Prevent assisting againt player outside of visibility range.","9715f1c62487041b436562b1edd3fe634cf4a071"
"3b1a1bb38","2021-06-22","PENDING","YES","Encounters & World","VladimirMangos","Fixed money reward for max level and repeatable quests","3b1a1bb38364202678f5f017b70022b21b1c5334"
"62df7b48e","2021-06-21","PENDING","YES","AI & Movement","ratkosrb","Make warlock bots send their pet to attack.","62df7b48eb622344b18913708d3d06701ff55073"
"7ab296fa6","2021-06-21","PENDING","YES","General Systems","ratkosrb","Fix another migration error.","7ab296fa6046ffdc67d0eebdba4db62a4b748035"
"b9c8b49d7","2021-06-21","PENDING","YES","General Systems","ratkosrb","Fix error in migration.","b9c8b49d715e6fb4f634df73bc1d618975acb863"
"afe16d6d7","2021-06-21","PENDING","YES","Combat & Spells","ratkosrb","Add spell lists for a few other healer mobs.","afe16d6d71bcd5f459bca40983b800b44f08a2f5"
"c3f405813","2021-06-21","PENDING","YES","General Systems","ratkosrb","Fix not being able to mount in shallow water.","c3f4058133488edd146b96185ad61e95cf8e14c5"
"259ce9809","2021-06-21","PENDING","YES","Combat & Spells","ratkosrb","Add spell list for Skullsplitter Spiritchaser.","259ce980953eed066ef26036a53797f1639cc8d1"
"26b88d59b","2021-06-21","PENDING","YES","General Systems","ratkosrb","Deviate Guardian and Sunscale Screecher should call for help.","26b88d59b9be0527931f1ec3ada366f673898327"
"808ec9801","2021-06-21","PENDING","NO","General Systems","ratkosrb","Implement targeted emotes.","808ec9801870ae926fa037f100bca4d2c3efa2d8"
"d2602e042","2021-06-21","PENDING","NO","General Systems","ratkosrb","Tabs to spaces.","d2602e042f49975535db264a80818e77ec9869a8"
"6d836a5de","2021-06-21","PENDING","YES","Crashes & Security","ratkosrb","Make sure druid bots leave form if their role is changed to healer.","6d836a5dec49e5c3cad18c8c801827b2cb2a3a4f"
"26e1c8935","2021-06-20","PENDING","YES","General Systems","Ariel Oak","Fix build for pre 1.9 clients (#1240)","26e1c89352f09f0d5d2eada97d60bfbe49689e9c"
"6ab5a4dcf","2021-06-20","PENDING","YES","General Systems","ratkosrb","Fix new characters starting with rested xp.","6ab5a4dcf4c66a8fe14f0a959527e683b42d4cd6"
"8be9786b1","2021-06-20","PENDING","YES","General Systems","ratkosrb","Fix conditions for bots to use Heroic Strike.","8be9786b14916340e4ec72ae2009db5de815eff7"
"aca022e94","2021-06-20","PENDING","YES","General Systems","NickTyrer","Misc DB Fixes (#1197)","aca022e94b0fbc95a4e4937910077b61ad55abdb"
"8a5614748","2021-06-20","PENDING","YES","Encounters & World","ratkosrb","Remove obsolete comments for Update Entry script command.","8a56147489e84173d54ad2c8fae36de28ddcc7de"
"0bada1e29","2021-06-20","PENDING","YES","Encounters & World","ratkosrb","Add random gameobject target type.","0bada1e297f15702397a9fb9018dc6b49db77cc9"
"79efe80ae","2021-06-19","PENDING","YES","Combat & Spells","ratkosrb","Do not interrupt channeled spells on interacting with gameobject.","79efe80ae39d94a5e52b71179583509b1df75899"
"2f1ee8a65","2021-06-19","PENDING","YES","General Systems","ratkosrb","Correct data based on cache.","2f1ee8a65a6eaec6f5cd25b4906913aca1d2566e"
"7683fe62b","2021-06-18","PENDING","YES","General Systems","ratkosrb","Fix no pch build.","7683fe62bd61825e6156ec71121d422163c1b1bd"
"ba35193f7","2021-06-18","PENDING","YES","Encounters & World","ratkosrb","Add missing fake transport check and fix middle car in deeprun tram.","ba35193f7cbd879ee6eca55cc6a1c6bb4cf9f0c2"
"29024150f","2021-06-18","PENDING","YES","Combat & Spells","ratkosrb","Add missing removal of auras on interact in a few places.","29024150f7492eb7d6eaadd279b0b1f0b629fe7f"
"3f3f190f0","2021-06-18","PENDING","YES","Combat & Spells","ratkosrb","Add missign spell interrupt flags and rename existing ones.","3f3f190f028f0648ae7f714bcb1323c5da6338bb"
"6bf7401bd","2021-06-18","PENDING","YES","Encounters & World","ratkosrb","More refactoring to transports code. (#1227)","6bf7401bd47d40d6fd54b65e9f9d4b5b394bf54a"
"11fe48f8e","2021-06-14","PENDING","NO","General Systems","ratkosrb","New database release.","11fe48f8e5764aedd5270430d8a19c3392991ab3"
"dd101b872","2021-06-14","PENDING","YES","General Systems","ratkosrb","Fix wrong target for Tame Ice Claw Bear before 1.12.","dd101b872f461a6a03276f75781305bc49404dc1"
"f1567deab","2021-06-14","PENDING","YES","Encounters & World","ratkosrb","Fix position of Velinde Starsong for quest The Scythe of Elune.","f1567deab746ff8bfb745296c53923389f5d0066"
"cacef79f1","2021-06-12","PENDING","YES","General Systems","ratkosrb","Improve Buru the Gorger's phase transition.","cacef79f1baa5d57e296c179022453eb6a9f448a"
"4e91fb3be","2021-06-12","PENDING","YES","General Systems","GrenderG","Fix Linux build. (#1219)","4e91fb3be7f06de53ef244922d18156a91aeb385"
"ab6238243","2021-06-12","PENDING","YES","Encounters & World","schell244","Fix loot for Slimy Bag, Oozing Bag and Scum Covered Bag (#1216)","ab62382433a369ccc795739ac8f4295096c19e9f"
"edfe11d04","2021-06-12","PENDING","YES","General Systems","ratkosrb","Fix issues with Nefarian.","edfe11d046b9a56cd8d1c2afd4c4aff3c2f3248e"
"35600c40f","2021-06-11","PENDING","YES","AI & Movement","ratkosrb","Fix mind control movement in old clients.","35600c40fff1db21d9fb142315b64a43c1439cd8"
"1b3e1b594","2021-06-10","PENDING","YES","AI & Movement","ratkosrb","Allow party bots to follow player on transport.","1b3e1b594056274c18e827dc7b4c1706f1e846ba"
"35911ef91","2021-06-10","PENDING","YES","General Systems","ratkosrb","Small improvement to Shaman, Rogue and Priest bots.","35911ef91cc493ede52dc787f907ce4838f78544"
"545c35214","2021-06-10","PENDING","YES","Combat & Spells","ratkosrb","Remove spell mods for Mind Flay.","545c35214ac6c400558b11d45978cf1dda4939e7"
"8cd6defb4","2021-06-10","PENDING","YES","Combat & Spells","ratkosrb","Move AuraSaveStruct definition.","8cd6defb4c57ee8650d262a6cf6f13ebc4c3cd5f"
"dc3d8cea4","2021-06-10","PENDING","YES","Encounters & World","ratkosrb","Relocate player to transport's map on login.","dc3d8cea4c18fcedec467d742f5e3031e0b87c74"
"5af5b4853","2021-06-10","PENDING","YES","AI & Movement","ratkosrb","Add distance check for movement on transport.","5af5b4853da03715a900837427d113a97059c2f2"
"0c2ee9921","2021-06-09","PENDING","YES","Encounters & World","Orozxy","Reimplement the Scourge Invasion event. (#1204)","0c2ee9921731ea4b5a710fc77001db233df80709"
"290980c8e","2021-06-09","PENDING","YES","General Systems","ratkosrb","Update all character database tables to use lowercase column names.","290980c8e50daf27785edab31980b334fef03e13"
"55741f4ce","2021-06-07","PENDING","YES","Crashes & Security","ratkosrb","Change starting energy to 100.","55741f4ce152f387c538d03ce873e64e0eb9954b"
"b106619ab","2021-06-07","PENDING","YES","Encounters & World","ratkosrb","Improve description of Player::Create.","b106619ab7f508083b11069ce0bce785c5657dae"
"f5cc75e42","2021-06-07","PENDING","NO","General Systems","ratkosrb","Create new characters directly in the database.","f5cc75e422a1a5a3b9ccb5ff4a1ce28bacd04f7b"
"45836c24b","2021-06-07","PENDING","YES","Combat & Spells","ratkosrb","Correct stats of Living Flame and fix auras and regen of creature guardians.","45836c24bbaf7ae7ab6615b27b53a1809893b064"
"926e47f16","2021-06-06","PENDING","YES","Combat & Spells","ratkosrb","Don't cast learned spells during character creation.","926e47f1649b59f12954c383962bc25818c9a5f5"
"cae13812c","2021-06-06","PENDING","YES","General Systems","ratkosrb","Fix build for old versions and add chinese 1.6 versions.","cae13812cc3c36856c40e2aa7b78a1e229894a19"
"a5775dec0","2021-06-06","PENDING","NO","General Systems","WobLight","Rework stealth calculation (#1106)","a5775dec0aaeb1655dae1e59b1ac590027d10e38"
"6408dc1e2","2021-06-05","PENDING","YES","Combat & Spells","NickTyrer","Correct Spell Effect for Spell Mistletoe (#1213)","6408dc1e269e4a3b220ee857cb5b2eb7af52bce0"
"fb91e33eb","2021-06-02","PENDING","NO","General Systems","Warlockbugs","Revamp of mirror timers and environmental APIs","fb91e33eb92d1aa34c86caff83a0fc73c6141ac0"
"986e1939f","2021-06-02","PENDING","YES","General Systems","GrenderG","Fix GNU/Linux build. (#1210)","986e1939f85fc69dc3d09eeac17f41d0cd10e32a"
"a41f527df","2021-06-01","PENDING","YES","General Systems","alexkulya","Fixed compilation with anticheat (#1209)","a41f527df2171035c3d8f3492516020aae4be0e0"
"c540bbbfd","2021-06-01","PENDING","YES","Encounters & World","ratkosrb","Remove Headless Horseman script file.","c540bbbfd2bf3978dc8cf200c115533e8f0031d6"
"65210cda3","2021-06-01","PENDING","YES","Combat & Spells","ratkosrb","Rename member variables and add enum for player rest state.","65210cda344666c94097fce46be6f1cd6b265a97"
"2db8ac565","2021-06-01","PENDING","NO","General Systems","Killerwife","Introduce common logic for BeforeVisibilityDestroy for all cases.","2db8ac565abf8bc70103fcac6182e1670bb21a00"
"39afde530","2021-06-01","PENDING","YES","AI & Movement","ratkosrb","Implement pathing on elevators and improve extractors. (#1206)","39afde530776efe041d58f8c2ff5532da74c0799"
"2368e0470","2021-05-30","PENDING","YES","Combat & Spells","ratkosrb","Check if player has hostile reference for creature before removing from threat list when leaving visibility range.","2368e0470ce2b22d1c527172ab48c7cf4660c81d"
"b1b43ca7f","2021-05-30","PENDING","YES","General Systems","ratkosrb","Fix mistake in last commit.","b1b43ca7f96654d598a5a53b4b2e125db308f949"
"373845aca","2021-05-30","PENDING","YES","Encounters & World","ratkosrb","Add Belfry Bat spawns to Hourly Bells event in Brill.","373845acac72dad03cf25c8ce587ee675a0bdd64"
"ac5707309","2021-05-28","PENDING","YES","General Systems","ratkosrb","Fix issues with Hurley Blackbreath.","ac57073094f7ea0f0b16fdc3afec2ecc876efd5e"
"2de058e82","2021-05-28","PENDING","YES","Combat & Spells","ratkosrb","Triggered dot aura by Wyvern Sting should be a debuff.","2de058e827311e14b2a00266acca7f11ede39525"
"ae3882e13","2021-05-27","PENDING","NO","General Systems","ratkosrb","Add missing Gold Vein (1734) spawns.","ae3882e13332c32ababd052bf25205a5eae1fa3d"
"4f50efa9c","2021-05-26","PENDING","NO","General Systems","ratkosrb","Add missing Copper Vein (103713) spawns.","4f50efa9cde5596d2ac47b772dbc9916636c22fd"
"c0d3ce325","2021-05-26","PENDING","NO","General Systems","ratkosrb","Add missing Copper Vein (2055) spawns.","c0d3ce325674ec5566129d7c4f398be623b3f288"
"7ace496c9","2021-05-26","PENDING","NO","General Systems","ratkosrb","Add missing Copper Vein (3763) spawns.","7ace496c96cfc9da4665502a3d2b0fdc7e90aef2"
"fc49ca36a","2021-05-25","PENDING","NO","General Systems","ratkosrb","Add missing Copper Vein (1731) spawns.","fc49ca36a47ca8075725f3733e83b4abb5e0577b"
"ec36159ff","2021-05-25","PENDING","YES","General Systems","ratkosrb","Move more Copper Vein spawns to correct pool.","ec36159ffb73995f10d87ffae5d61c70f1f82bd8"
"b6badb9dd","2021-05-25","PENDING","YES","General Systems","ratkosrb","Move some copper veins to correct pool for zone.","b6badb9dd611c8912b6998faf70df9bb66dd75b0"
"816fd0774","2021-05-25","PENDING","YES","Crashes & Security","GrenderG","Remove bots if the original leader changed and it's not in party anymore. (#1195)","816fd0774b11a0e13d955eb9209f121b7699ff0a"
"fee640f56","2021-05-25","PENDING","YES","Combat & Spells","ratkosrb","Make hunter bots cancel feign death once threat is gone.","fee640f562886df3a2c69e9e615846b391bd11eb"
"8ccba9d4f","2021-05-25","PENDING","NO","General Systems","ratkosrb","Satisfy all item requirements when creating partybot clones.","8ccba9d4f087af0dd5be20754120dc2f75f10715"
"76d60488e","2021-05-24","PENDING","YES","Encounters & World","ratkosrb","Use Reset Button command in Vorsha the Lasher script.","76d60488e0011f26d1c9b91968340e01b084ad51"
"900822dbd","2021-05-24","PENDING","YES","Encounters & World","ratkosrb","New script for quest Guardians of the Altar.","900822dbd9871a3f6a3c6bf44eba6603575eb4ef"
"06c4945ad","2021-05-23","PENDING","YES","Crashes & Security","ratkosrb","Fix buyback slot items not displaying properly after map change.","06c4945ad27d718f9e611878f15e7c8052c9b765"
"3c979104e","2021-05-22","PENDING","YES","AI & Movement","ratkosrb","Add option to react to any unit in LoS in EventAI.","3c979104e0942962a7f589143d951aad31696d6b"
"19dea3dde","2021-05-22","PENDING","YES","AI & Movement","ratkosrb","Add missing texts for quest Freedom for All Creatures.","19dea3dde97710967d8f5fd7e4458f15072dbeb1"
"5861be8bc","2021-05-22","PENDING","YES","General Systems","ratkosrb","Fix Curgle Cranklehop's gossip menu.","5861be8bc3495f2046603b0e5adb61bed54dae40"
"dbfb07270","2021-05-22","PENDING","YES","AI & Movement","ratkosrb","Make sure mobs attacked by Guardian Pet are tagged for owner.","dbfb07270c72fad63fe71d565bfb7bc9f9a2cfa1"
"b3a8a89fe","2021-05-21","PENDING","YES","Combat & Spells","ratkosrb","Correct wrong spell ids in creature scripts.","b3a8a89fe34c42be970473844a4543f42a48ea79"
"e354d5850","2021-05-21","PENDING","YES","Crashes & Security","ratkosrb","Revert changes to Thrash spell id.","e354d585031bea0775996535e98dd3426757b776"
"ece8ff58d","2021-05-21","PENDING","YES","Combat & Spells","ratkosrb","Correct wrong spell ids in creature template.","ece8ff58dd0580aebcb46d8080cd687040daa4b7"
"039abd821","2021-05-21","PENDING","YES","Combat & Spells","ratkosrb","Correct wrong spell ids in creature spell lists.","039abd821cbb1a9f8586f2b78c4f4e0eb8bcab6c"
